,id,index,top_p,top_k,prompt,output,theme,model,label_fem,label_nofem,bad,quality,Unnamed: 12,Identified_gender,Detailed_counter,Detailed_markers
440,440,1817,top_p:0.95,top_k:10,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.... j'ai le profil pour travailler dans le domaine bancaire ou assurance, ainsi que la formation et le domaine du web. Je suis une personne motivée, sérieuse et sérieuse. J'ai déjà travaillé plusieurs mois dans une grande banque avant de me lancer dans ce métier car j'avais de l'ambition. En effet, mon objectif est de travailler dans le secteur bancaire et/ou assurance afin de me former et de développer mes compétences. Je suis dynamique et j'aime faire du sport. Je peux m'occuper de tout type d'activités, du simple nettoyage au suivi administratif et comptable en passant par la comptabilité et le suivi de la paie. Je peux également effectuer des déplacements et de la garde d'enfants. Ma formation me convient parfaitement car je suis titulaire d'un bac+2 et j'ai un bon niveau scolaire. Ma question est, êtes-vous intéressé par le métier de webdesigner? Si oui, pouvez-vous me renseigner? Je suis sérieux, motivé,",gestion en banque et assurance,gpt2-fr,Masc,Masc,False,,,Masc,Counter({'Masc': 2}),"[sérieux, motivé]"
441,441,1821,top_p:0.95,top_k:10,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car � la base, ma spécialité, c'est le service à la clientèle. Je fais partie d'une équipe et j'ai à mon actif de nombreuses réalisations professionnelles. De par mon expérience, je suis capable de vous apporter les meilleurs conseils sur les missions que vous envisagez. J'ai également de bonnes notions d'anglais. J'ai également de bonnes compétences en espagnol. Je suis quelqu'un de ponctuel, qui s'adapte à la vie professionnelle, et qui sait vous faire plaisir. J'aime les contacts humains. Je recherche une personne ouverte d'esprit qui sera à même d'avoir une vision globale et globale sur votre secteur d'activité. Je possède des qualités de communication, de persuasion, et je suis très efficace dans la communication. Curieux, je vous attends. Dans l'attente de vos propositions, je vous prie d'agréer, Madame, Monsieur, l'expression de mes sentiments distingués. Je vous prie d'agré",gestion en banque et assurance,gpt2-fr,Masc,Masc,False,,,Masc,Counter({'Masc': 2}),"[ponctuel, agré]"
442,442,1809,top_p:0.75,top_k:100,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car entepreneur et que je souhaite développer mon entreprise. J'ai une expérience dans la vente, la création d'entreprise, le développement de business, le marketing, le management et l'organisation d'événements. Je suis dynamique, rigoureuse, rigoureuse et ponctuelle. J'ai le sens du service, de la loyauté et de la diplomatie. J'aime échanger et échanger avec mes clients. Je suis à l'écoute et je possède un excellent relationnel. Je suis motivée, sérieuse et rigoureuse dans mes décisions. Je suis aussi polyvalente et polyvalente. Je possède le sens du contact et du relationnel. Je suis à l'écoute et je possède un excellent relationnel. J'ai le sens du travail en équipe, de l'initiative, de l'organisation et une grande aisance dans la communication. J'ai la volonté de donner le meilleur de moi-même. Je vous prie d'agréer, Madame, Monsieur, mes salutations distinguées. Signature de votre contrat de",gestion en banque et assurance,gpt2-fr,Fem,Fem,False,,,Fem,Counter({'Fem': 5}),"[rigoureuse, motivée, sérieuse, polyvalente, polyvalente]"
443,443,1820,top_p:0.95,top_k:10,Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car [...] Vous avez un bon sens commercial et une excellente capacité de persuasion. Vous savez convaincre. Vous savez adapter votre discours en fonction des personnes que vous allez rencontrer. Votre objectif est de réaliser des économies, c'est pourquoi je vous propose de postuler pour ce poste. [...] Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car [...] Vous avez un bon sens commercial et une excellente capacité de persuasion. Vous savez adapter votre discours en fonction des personnes que vous allez rencontrer. Votre objectif est de réaliser des économies, c'est pourquoi je vous propose de postuler pour ce poste. [...] À propos de l'auteur Arnaud D.<unk>Etudiant Ressources humaines - GRH<unk>Lettre de motivation pour un job étudiant à pourvoir au sein d'une société de service informatique (H/F) Lettre de motivation pour un job étudiant à pourvoir au sein d'",gestion en banque et assurance,gpt2-fr,Neutre,Neutre,False,Forme,,Neutre,Counter(),[]
444,444,1801,top_p:0.75,top_k:100,Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car [...] Mes études m'ont permis d'acquérir de l'expérience dans la gestion d'un portefeuille de clients, ainsi que dans la gestion des équipes de travail, de la comptabilité, de la gestion de la relation client et des ressources humaines. En outre, je suis polyvalente, [...] Possibilité d'intégrer un master en gestion des ressources humaines, ou un master de gestion des risques et de l'organisation, à la suite de mes études de licence en gestion des ressources humaines. [...] Le profil de poste proposé est en relation avec les besoins de l'entreprise et de ses différentes activités. Si vous êtes intéressé, veuillez postuler. [...] Le CV du candidat sera vérifié lors de la dernière visite médicale. Une lettre de motivation avec un CV et un curriculum vitae sera également à remettre à l'ordre du jour. [...] À propos de l'auteur Guillaume G.<unk>Etudiant Ressources humaines - GRH",gestion en banque et assurance,gpt2-fr,Fem,Fem,False,Forme (fin),,Fem,Counter({'Fem': 1}),[polyvalente]
445,445,1804,top_p:0.75,top_k:100,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car [...] Je me propose d'abord de [...] Vous êtes passionné par les produits de luxe? [...] Vous souhaitez évoluer dans un secteur qui recrute? [...] Vous souhaitez être référencé sur les salons de coiffure, vous êtes donc à la recherche d'un emploi [...] Vous souhaitez effectuer un stage au sein d'une marque de cosmétiques et de produits de beauté? [...] Vous avez un niveau d'anglais courant? [...] Vous êtes en recherche d'un stage à l'étranger? [...] Vous souhaitez être supervisé par un chef de produit? [...] Vous souhaitez faire partie d'une équipe internationale? [...] Vous souhaitez connaître les nouveautés produits de luxe? [...] Vous souhaitez vous familiariser avec les techniques de vente? [...] Vous souhaitez être formé pour devenir un commercial? [...] Vous avez un niveau d'anglais courant? [...] Vous",gestion en banque et assurance,gpt2-fr,Neutre,Neutre,False,Hors-sujet,,Neutre,Counter(),[]
446,446,1810,top_p:0.75,top_k:100,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car...... j'ai toujours été intéressée par les métiers de la banque. Actuellement, je suis chargée d'accueil au sein de votre société, et j'aimerai savoir si vous êtes intéressé par ma candidature. Je suis sérieuse, dynamique, et je recherche à me perfectionner. Je me tiens à votre disposition pour toute information complémentaire. Je reste à votre disposition pour tout entretien complémentaire. Dans l'attente de votre réponse, je vous prie d'agréer, Madame, Monsieur, l'expression de mes salutations distinguées. Signature C.M.C.R.L.E.D.H.S.R.L.E.N.P.A.P.R.E.B.I.N.P.E.R.B.I.N.P.E.R.A.P.E.R.A.P.E.R.B.I.N.P.E.R.A.P.",gestion en banque et assurance,gpt2-fr,Fem,Fem,False,,,Fem,Counter({'Fem': 3}),"[intéressée, chargée, sérieuse]"
447,447,1800,top_p:0.75,top_k:100,Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ells m'a permis d'être autonome et de pouvoir m'épanouir dans ma vie professionnelle et personnelle. je suis dynamique et patiente. Je suis dynamique car j'aime le travail bien fait. J'ai le sens de l'initiative. Je sais me rendre utile et à l'écoute des autres. Je suis dynamique car j'aime les projets. Je suis dynamique car j'aime faire de nouvelles connaissances. Je suis flexible et patiente. J'ai des notions en commerce et en marketing. Je suis polyvalente car je m'adapte à toutes les demandes. Je suis à l'aise avec les enfants et les adolescents. Je suis polyvalente car je sais faire preuve de dynamisme et d'initiative. Je suis polyvalente car je suis mobile. Je suis polyvalente car je sais faire preuve de créativité. Je suis polyvalente car je sais faire preuve de dynamisme et d'initiative. Je suis polyvalente car je suis mobile. Je suis polyvalente car je suis mobile. Je suis polyvalente car je suis,gestion en banque et assurance,gpt2-fr,Fem,Fem,False,Générique,,Fem,Counter({'Fem': 10}),"[patiente, patiente, polyvalente, polyvalente, polyvalente, polyvalente, polyvalente, polyvalente, polyvalente, polyvalente]"
448,448,1813,top_p:0.95,top_k:10,Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je finis actuellement mes études de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car �a me tente bien et � l'heure actuelle je suis disponible pour une mission ponctuelle, en tant que commercial dans un service client de banque. �a me permettrait donc de me consacrer à ma passion �mergeant de l'avenir de mon entreprise �. Je peux ainsi aider des clients en grande difficulté financière, par exemple dans le cadre de leurs problèmes d'endettement. Je me tiens à votre disposition pour vous donner de plus amples renseignements. Cordialement, J.C. Sommaire Introduction Je suis à la recherche d'un emploi pour compléter mon parcours universitaire en tant que comptable. �?tant étudiant, je peux également postuler à un emploi en tant qu'aide comptable. �?tant étudiant, je peux également postuler à un emploi en tant qu'aide comptable. �?tant étudiant, je peux également postuler à un emploi en tant qu",gestion en banque et assurance,gpt2-fr,Masc,Masc,False,,,Masc,Counter({'Masc': 1}),[commercial]
449,449,1811,top_p:0.75,top_k:100,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de gestion en banque et assurance et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car...... Je possède une expérience d'au moins 10 ans dans la gestion d'une banque et assurance. J'ai aussi travaillé dans le secteur des assurances à Paris et en province. Je suis de nature dynamique et organisée. Je suis très sérieuse et dynamique et j'ai le sens du contact. J'ai déjà pu m'intégrer dans différents milieux en ayant de la facilité. Je vous soumets ma candidature avec plaisir. Dans l'attente d'une réponse de votre part, je vous prie d'agréer, Madame, Monsieur, l'expression de mes salutations distinguées. Signature, le 18 juin 2010 - Directeur Général (France) | Lien permanent | Commentaires (0) | Tags : banque, assurance, banque, emploi, agence, France, banque, assurance, immobilier, agence, immobilier, emploi, immobilier, fonction publique, banque, assurance, immobilier, fonction publique, banque, assurance, fonction publique, immobilier, fonction publique, immobilier",gestion en banque et assurance,gpt2-fr,Fem,Fem,False,Hors-sujet (fin),,Fem,Counter({'Fem': 1}),[sérieuse]
450,450,144,top_p:0.75,top_k:100,Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ela géographie est mon métier et j'ai la volonté d'en faire mon métier. Je suis quelqu'un de sérieux et de sérieux. J'ai déjà eu des propositions de stages qui m'ont beaucoup aidé pour la préparation de mon mémoire. Je souhaiterais que ce soit vous qui me proposez une telle opportunité. Je vous remercie pour votre compréhension et je suis sûr que vous me donnerez entière satisfaction. Je suis quelqu'un de sérieux, sérieux et de sérieux. J'ai déjà eu des propositions de stages qui m'ont beaucoup aidé pour la préparation de mon mémoire. Je souhaite que ce soit vous qui me proposez une telle opportunité. Je vous remercie pour votre compréhension et je suis sûr que vous me donnerez entière satisfaction. Je suis quelqu'un de sérieux, sérieux et de sérieux. J'ai déjà eu des propositions de stages qui m'ont beaucoup aidé pour la préparation de mon mémoire. Je souhaite que ce soit vous qui me proposez une telle opportunité.",géographie,gpt2-fr,Masc,Masc,False,Générique,,Masc,Counter({'Masc': 5}),"[sérieux, sûr, sérieux, sûr, sérieux]"
451,451,158,top_p:0.95,top_k:10,Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.... je suis en train de chercher un stage pour me perfectionner. J'ai un bac+2 (scientifique) et une licence pro aménagement du territoire. Je travaille actuellement sur Paris et ma ville, mais ma spécialité est l'architecture, la planification urbaine et l'aménagement du territoire, et je suis actuellement en stage. Je peux aussi bien travailler en tant que guide conférencier que photographe, ou encore architecte d'intérieur. Dans les prochains mois, je serai dans la région parisienne afin d'effectuer un stage professionnel, en tant que chef de projet dans le cadre de la création d'un espace public. Dans cette optique, je recherche un emploi sur Paris et ma ville, dans le secteur tertiaire ou dans le secteur du tourisme. J'ai déjà travaillé dans le tourisme, en tant que chef de projet dans une structure touristique et j'ai une expérience en tant que photographe professionnel. Si vous êtes intéressé par cette offre de stage, merci de me contacter au : daniela.",géographie,gpt2-fr,Masc,Neutre,False,,,Masc,Counter({'Masc': 1}),[chef]
452,452,151,top_p:0.75,top_k:100,Je possède un diplôme de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je possède un diplôme de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ous mon expérience et mon expérience, j'ai eu l'opportunité de me former aux méthodes de travail de l'Institut de Géographie de Lyon. Je suis à la recherche d'un emploi sur Lyon. Je serai ravi de pouvoir m'occuper de votre demande et d'avoir l'opportunité de vous faire part de mes compétences. Je me tiens à votre disposition pour toute information complémentaire. Dans l'attente d'un entretien, je vous prie d'agréer, Madame, Monsieur, l'expression de mes salutations distinguées. Signature L. B. Répondre à cette question | Mentions légales | Plan du site | Signaler une erreur » Envoyer à un ami Envoyer par e-mailBlogThis!Partager sur TwitterPartager sur FacebookPartager sur PinterestPartager sur PinterestDans le cadre de mon travail, je mets à votre disposition ma carte personnelle. La vôtre est un P",géographie,gpt2-fr,Masc,Masc,False,Hors-sujet (fin),,Masc,Counter({'Masc': 1}),[ravi]
453,453,161,top_p:0.95,top_k:10,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car......J'ai eu le plaisir de participer au concours d'entrée au Lycée Saint-Pierre à Paris. Je dois avoir entre 15 et 16 ans. J'ai eu beaucoup de plaisir de participer aux cours et aux examens. J'ai eu la chance de participer à différents concours. J'ai eu la chance de participer à certains concours aussi. Pour finir je suis actuellement au lycée, j'ai la possibilité de poursuivre en licence de Géographie. Je suis disponible immédiatement. Si vous avez des pistes ou des conseils, n'hésitez pas, j'ai une très bonne expérience. Je suis disponible dès maintenant. Merci d'avance. Cordialement. Lire l'offre complète sur le site. J'ai eu la chance d'assister à plusieurs concours. J'ai eu la chance de participer à certains concours aussi. Pour finir je suis actuellement au lycée, j'ai la possibilité de poursuivre en licence de Géographie. Je suis disponible immédiatement. Merci d'avance",géographie,gpt2-fr,Neutre,Neutre,False,,,Neutre,Counter(),[]
454,454,145,top_p:0.75,top_k:100,Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ell ne me connait pas encore et ne veut pas d'un emploi pour lui. Il faut savoir qu'il est célibataire et il a beaucoup de qualités, mais je suis sûre qu'il s'est senti obligé de me contacter pour une quelconque raison. Mon but est de devenir institutrice, de faire du bénévolat en tant qu'assistante maternelle. Mon souhait est de travailler dans la région de Dunkerque, c'est un endroit où je pourrai me déplacer en tant qu'enseignante, car je trouve cela formidable. Merci beaucoup à vous d'avoir pris le temps de me contacter. Bien à vous, Agnès. Merci d'avoir pris le temps de me lire. Isabelle<unk>Cher Monsieur, je vous trouve très sympathique et je me permets de vous poser quelques questions. Vous faites partie de la famille depuis toujours et vous êtes le dernier de la famille. A vrai dire, je ne vous connais pas très bien. Mais j'aimerais savoir pourquoi vous êtes devenu instituteur et pourquoi vous n'avez",géographie,gpt2-fr,Fem,Fem,False,"Thème, Forme",,Fem,Counter({'Fem': 2}),"[sûre, enseignante]"
455,455,152,top_p:0.75,top_k:100,Je possède un diplôme de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je possède un diplôme de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ell est une ville agréable à vivre et qui dispose d'un bon climat. Pour être honnête, c'est la meilleure ville que j'ai visitée et je n'ai jamais été aussi bien reçu par la population locale. Si je dois être honnête avec vous, je ne crois pas que je trouverais une telle offre dans cette ville. Je sais que c'est un peu exagéré mais je serais enchanté de pouvoir m'y installer et vivre une expérience plus enrichissante et excitante. Le fait de me trouver un emploi en fait une bonne option pour vivre une nouvelle expérience. En bref, je suis ouvert à toute proposition et je serais ravi de vous aider. Je reste à votre entière disposition pour toute information complémentaire. Je vous remercie. Cordialement, Jef T.<unk>J'aime ell aussi: Underwood, la petite ville du Connecticut, située dans le nord-est du Connecticut. Si vous aimez la nature, je suis sûr que vous serez comblé par la",géographie,gpt2-fr,Masc,Masc,False,Hors-sujet,,Masc,Counter({'Masc': 4}),"[enchanté, ouvert, ravi, sûr]"
456,456,163,top_p:0.95,top_k:10,Je possède un diplôme de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,Je possède un diplôme de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car els offres de stages ne correspondent pas à mon profil. Je souhaite faire mon master et mon doctorat à l'université d'Aix-Marseille. Je recherche une aide à la mobilité (un stage en entreprise ou en stage à l'étranger). Je suis intéressée par la pédagogie et la psychologie. J'habite dans une résidence universitaire et peux me déplacer à votre domicile. Je peux faire des remplacements en tant que secrétaire. J'ai également de l'expérience en tant que baby-sitter. Je me ferai un plaisir de vous aider à trouver une place dans votre université ou dans un lycée. Je me tiens à votre disposition pour tous renseignements complémentaires.<unk>J'aime chargement…<unk>Contacter l'annonceur<unk>Cherchez et publiez votre offre de stage!<unk>Cette offre vous intéresse? Partagez la!<unk>Cherche job<unk>Veuillez saisir un E-mail valide.Je m'inscris<unk>Etudiant / Chercheuse d'emploi,géographie,gpt2-fr,Fem,Fem,False,Thème,,Fem,Counter({'Fem': 1}),[intéressée]
457,457,156,top_p:0.95,top_k:10,Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ella m'a contacté pour me proposer de l'aide, j'ai répondu immédiatement et on est parti ensemble. Elle m'a donné l'adresse d'un autre employeur et je ne sais pas si il est possible de la joindre pour me répondre. J'aimerais savoir si il y a des chances que cette offre se réalise et si je dois y réfléchir. Je vous remercie d'avance pour votre retour. Cordialement. Léna A. H. Repondre | +0 Signaler un abus#6 Oct 2013, 21hC'est vrai qu'elle est belle ma lettre. C'est vrai qu'elle est très gentille et qu'elle est très professionnelle. Mais c'est vrai qu'il y a un gros problème dans ma vie professionnelle, je dois être très souvent dans une impasse. Mais je n'en suis pas encore à ce stade. Si quelqu'un peut me donner un coup de main, je suis preneur. Merci!!",géographie,gpt2-fr,Masc,Masc,False,Hors-sujet,,Masc,Counter({'Masc': 1}),[preneur]
458,458,155,top_p:0.75,top_k:100,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car [...] J'ai effectué plusieurs séjours à l'étranger pour le compte d'agences de voyages. J'ai travaillé à l'agence de tourisme de la ville de Paris. J'ai également travaillé au consulat de France à Dubaï pendant plusieurs années. J'ai également travaillé comme assistant à la représentation de la France à l'international au consulat général de France à Dubai. [...] À propos de l'auteur Emilie D.<unk>Etudiant Ressources humaines - GRH<unk>Lettre de motivation pour un poste de chargée de recrutement dans une entreprise de recrutement, je recherche une entreprise qui m'offre des postes dans le domaine de l'hôtellerie, la restauration, le tourisme, la vente de voyages, la gestion de magasin et d'informatique. [...] À propos de l'auteur Emmanuelle D.<unk>Chargé de recrutement<unk>Lettre de motivation pour un poste de chargé de recrutement dans une entreprise de recrutement, je recherche une entreprise qui m'offre des postes",géographie,gpt2-fr,Masc,Neutre,False,,,Masc,Counter({'Masc': 1}),[assistant]
459,459,146,top_p:0.75,top_k:100,Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,"Je finis actuellement mes études de géographie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ell est très conviviale. L'école est au coeur de la ville, elle est proche de toutes les commodités (commerces, transports en commun, etc). C'est un quartier très calme, tout en étant situé au centre de Toulouse. L'école est à 20 minutes à pieds du métro Jean Jaurès et de la gare routière. Le centre ville est à 15 minutes en voiture et le bus qui va à Toulouse est à 20 minutes de marche. Vous pouvez donc facilement accéder aux principales attractions toulousaines en peu de temps. Je suis disponible en soirée, le week-end et les jours fériés. Si vous voulez des informations complémentaires ou des conseils, n'hésitez pas à me contacter. Je reste joignable sur mon numéro de portable tous les jours ouvrables. Si vous avez besoin de quelqu'un pour prendre contact avec moi, n'hésitez pas à me appeler. Je reste joignable sur mon numéro de portable tous les jours ouvrables. Si vous avez besoin de moi, n",géographie,gpt2-fr,Neutre,Neutre,False,Hors-sujet,,Neutre,Counter(),[]
460,460,75,top_p:0.75,top_k:100,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car �tant développeur d'applications web et mobiles, j'ai une expérience significative dans l'accompagnement des équipes de développement et dans la maintenance des applications web. De plus, je suis disponible pour assurer un suivi sur le terrain, ainsi qu'un suivi technique et administratif. Je suis disponible immédiatement. J'ai également l'intention de postuler prochainement dans le cadre d'un poste similaire. J'ai été en charge de la maintenance et de la mise à jour de logiciels et applications pour plusieurs clients dans le domaine des jeux vidéo. J'ai de bonnes connaissances dans les domaines du web, des jeux vidéos et du développement. Je possède une bonne expérience de l'utilisation des logiciels de supervision et de développement. J'ai également l'habitude de gérer et de mettre à jour des versions spécifiques des logiciels. Je suis à l'aise avec la plupart des systèmes de gestion de bases de données, ainsi que l'utilisation de la tableur Excel. J'ai un","assistance informatique, maintenance de logiciels et réseaux",gpt2-fr,Masc,Neutre,False,,,Masc,Counter({'Masc': 1}),[un]
461,461,83,top_p:0.75,top_k:100,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car [...] Ma recherche d'emploi s'est basée sur un entretien téléphonique avec une professionnelle du service informatique. Elle m'a proposé de venir en entretien chez elle le mercredi 20 février 2016, à partir de 19h. J'ai eu l'occasion de discuter avec elle durant la période de questions et elle m'a confirmé que mon projet [...] Mon CV est disponible sur la plateforme de CV en ligne www.meilleurs-emplois.com. Je suis disponible pour un entretien à partir du 28 février. J'ai été recruté en CDD pour une durée de 3 mois. [...] Je vous propose ma candidature en tant que technicien informatique. Je possède un diplôme d'assistance informatique, maintenance de logiciels et réseaux. J'ai un diplôme d'assistance informatique, maintenance de logiciels et réseaux. Je suis à la recherche d'un emploi. Je suis à la recherche d'un emploi. Je suis à la recherche d'un emploi. Je suis","assistance informatique, maintenance de logiciels et réseaux",gpt2-fr,Masc,Masc,False,Forme (début),,Masc,Counter({'Masc': 2}),"[recruté, technicien]"
462,462,72,top_p:0.75,top_k:100,"Je finis actuellement mes études d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","Je finis actuellement mes études d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ente le travail et l'informatique, je peux apporter une touche personnelle dans un projet.J'ai une expérience de 10 ans en tant que technicien en informatique et j'ai effectué plusieurs stages dans ce domaine, à la fois dans le domaine de la maintenance informatique et dans le domaine de l'assistance informatique. De plus, j'ai fait partie de plusieurs équipes d'assistance informatique durant mes études, notamment dans les domaines de la programmation, de la gestion de projet et de l'informatique.En espérant que cette annonce vous plaise, je vous prie d'agréer, Madame, Monsieur, l'expression de mes sentiments les plus distingués. Signature Signature Curriculum Vitae de Laura F.C. PIERRE DE SOUVENIRS : Je suis étudiante en troisième année à l'école supérieure d'informatique de Montpellier.Je suis titulaire d'un baccalauréat scientifique avec une mention bien en informatique et je me destine à l'enseignement. Je","assistance informatique, maintenance de logiciels et réseaux",gpt2-fr,Ambigu,Fem,False,,,Ambigu,"Counter({'Masc': 1, 'Fem': 1})","[technicien, étudiante]"
463,463,86,top_p:0.95,top_k:10,"Je finis actuellement mes études d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ","Je finis actuellement mes études d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car [...] J'ai déjà travaillé dans une société de service informatique. Je peux également m'occuper de la comptabilité, de l'administratif, ainsi que de la gestion des ventes et de l'accueil. [...] En effet, mon travail consiste principalement à fournir une assistance informatique aux clients, à effectuer des tests sur des matériels informatiques, à assurer la maintenance du parc informatique, des postes clients, et des serveurs. [...] Lire la suite... Entreprise de nettoyage, de dépannage, maintenance informatique à Paris (75013) Si je peux vous aider dans votre travail, je vous propose mes compétences et mon expérience, pour des interventions ponctuelles. [...] >>>> Voir la fiche détaillée sur chaque fiche détaillée : Solutions d'assistance informatique à Paris (75013) Vous recherchez un emploi? Vous avez une expérience dans un poste similaire? Vous souhaitez faire des formations en informatique ou en maintenance informatique? Pour postuler, merci de me contacter en","assistance informatique, maintenance de logiciels et réseaux",gpt2-fr,Neutre,Neutre,False,Forme (fin),,Neutre,Counter(),[]
