Anno;ateco_UL_2007_2cifre;descriz_ateco_UL_2007_2cifre;ateco_UL_2007_5cifre;descriz_ateco_UL_2007-5cifre;N.unità locali;N.addetti_UL
2009;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82999;Altri servizi di supporto alle imprese nca;4904;13628,28
2009;85;ISTRUZIONE;85100;Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie;76;544,15
2009;85;ISTRUZIONE;85200;Istruzione primaria: scuole elementari;17;475,67
2009;85;ISTRUZIONE;85311;Istruzione secondaria di primo grado: scuole medie;5;164,92
2009;85;ISTRUZIONE;85312;Istruzione secondaria di secondo grado di formazione generale: licei;14;354,51
2009;85;ISTRUZIONE;85320;Istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica (istituti tecnici, professionali, artistici eccetera);40;180,8
2009;85;ISTRUZIONE;85410;Istruzione e formazione tecnica superiore (IFTS);18;50,7
2009;85;ISTRUZIONE;85420;"Istruzione universitaria e post-universitaria; accademie e conservatori";2;45,5
2009;85;ISTRUZIONE;85510;Corsi sportivi e ricreativi;167;247,34
2009;85;ISTRUZIONE;85520;Formazione culturale;87;133,41
2009;85;ISTRUZIONE;85530;Autoscuole, scuole di pilotaggio e nautiche;120;269,07
2009;85;ISTRUZIONE;85592;Corsi di formazione e corsi di aggiornamento professionale;612;1748,36
2009;85;ISTRUZIONE;85593;Scuole e corsi di lingua;109;342,31
2009;85;ISTRUZIONE;85599;Altri servizi di istruzione nca;406;864,84
2009;85;ISTRUZIONE;85600;Attività di supporto all'istruzione;40;74,98
2009;86;ASSISTENZA SANITARIA;86101;Ospedali e case di cura generici;24;3039,49
2009;86;ASSISTENZA SANITARIA;86102;Ospedali e case di cura specialistici;20;1860,44
2009;86;ASSISTENZA SANITARIA;86104;Ospedali e case di cura per lunga degenza;10;169,75
2009;86;ASSISTENZA SANITARIA;86210;Servizi degli studi medici di medicina generale;1546;1771,32
2009;86;ASSISTENZA SANITARIA;86220;Studi medici specialistici e poliambulatori;3788;4549,73
2009;86;ASSISTENZA SANITARIA;86230;Attività degli studi odontoiatrici;2079;4344,51
2009;86;ASSISTENZA SANITARIA;86901;Laboratori di analisi cliniche, laboratori radiografici ed altri centri di diagnostica per immagini;297;1104,91
2009;86;ASSISTENZA SANITARIA;86902;Attività paramediche indipendenti;1315;2067,69
2009;86;ASSISTENZA SANITARIA;86903;Attività svolta da psicologi;1728;1756,6
2009;86;ASSISTENZA SANITARIA;86904;Servizi di ambulanza, delle banche del sangue e altri servizi sanitari nca;38;205,68
2009;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87100;Strutture di assistenza infermieristica residenziale per anziani;37;2032,96
2009;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87200;Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti;10;84,57
2009;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87300;Strutture di assistenza residenziale per anziani e disabili;46;1372,85
2009;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87900;Altre strutture di assistenza sociale residenziale;36;580,64
2009;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88100;Assistenza sociale non residenziale per anziani e disabili;89;2411,65
2009;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88910;Servizi di asili nido e assistenza diurna per minori disabili;73;462,82
2009;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88990;Altre attività di assistenza sociale non residenziale nca;93;1058,65
2009;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90010;Rappresentazioni artistiche;1212;1803,7
2009;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90020;Attività di supporto alle rappresentazioni artistiche;463;856,45
2009;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90030;Creazioni artistiche e letterarie;1633;2053,36
2009;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90040;Gestione di teatri, sale da concerto e altre strutture artistiche;41;326,15
2009;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91010;Attività di biblioteche ed archivi;25;281,49
2009;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91020;Attività di musei;3;8,93
2009;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91040;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali;2;6,99
2009;92;ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO;92000;Attività riguardanti le lotterie, le scommesse, le case da gioco;119;1097,21
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93111;Gestione di stadi;1;6
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93112;Gestione di piscine;7;24,19
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93113;Gestione di impianti sportivi polivalenti;32;223,14
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93119;Gestione di altri impianti sportivi nca;52;325,35
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93120;Attività di club sportivi;16;79,64
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93130;Gestione di palestre;108;285,56
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93191;Enti e organizzazioni sportive, promozione di eventi sportivi;112;386,39
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93199;Altre attività sportive nca;139;190,67
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93210;Parchi di divertimento e parchi tematici;13;19,16
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93291;Discoteche, sale da ballo night-club e simili;78;483,37
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93292;Gestione di stabilimenti balneari: marittimi, lacuali e fluviali;7;18,35
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93293;Sale giochi e biliardi;26;159,77
2009;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93299;Altre attività di intrattenimento e di divertimento nca;374;885,15
2009;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95110;Riparazione e manutenzione di computer e periferiche;126;675,48
2009;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95120;Riparazione e manutenzione di apparecchiature per le comunicazioni;95;315,75
2009;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95210;Riparazione di prodotti elettronici di consumo audio e video;36;93,42
2009;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95220;Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio;67;211,61
2009;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95230;Riparazione di calzature e articoli da viaggio in pelle, cuoio o in altri materiali simili;162;381,94
2009;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95240;Riparazione di mobili e di oggetti di arredamento;119;171,42
2009;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95250;Riparazione di orologi e di gioielli;122;169,25
2009;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95290;Riparazione di altri beni per uso personale e per la casa;368;666,83
2009;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96011;Attività delle lavanderie industriali;36;170,48
2009;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96012;Altre lavanderie, tintorie;657;1018,99
2009;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96020;Servizi degli acconciatori, manicure, pedicure e trattamenti estetici;2966;7524,62
2009;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96030;Servizi di pompe funebri e attività connesse;78;251,21
2009;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96041;Servizi di centri per il benessere fisico (esclusi gli stabilimenti termali);375;923,91
2009;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96042;Stabilimenti termali;4;19
2009;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96090;Altre attività di servizi per la persona nca;1197;3415,45
2010;6;ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE;6200;Estrazione di gas naturale;7;66,56
2010;7;ESTRAZIONE DI MINERALI METALLIFERI;7290;Estrazione di altri minerali metalliferi non ferrosi;1;1
2010;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8110;Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia;7;24,67
2010;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8120;"Estrazione di ghiaia, sabbia; estrazione di argille e caolino";17;81,32
2010;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8990;Estrazione di altri minerali nca;4;34,33
2010;9;ATTIVITÀ DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE;9100;Attività di supporto all'estrazione di petrolio e di gas naturale;7;125,2
2010;10;INDUSTRIE ALIMENTARI;10110;Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi);19;238,09
2010;10;INDUSTRIE ALIMENTARI;10120;Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi);1;6,83
2010;10;INDUSTRIE ALIMENTARI;10130;Produzione di prodotti a base di carne (compresa la carne di volatili);16;64,21
2010;10;INDUSTRIE ALIMENTARI;10200;Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera;3;60,36
2010;10;INDUSTRIE ALIMENTARI;10310;Lavorazione e conservazione delle patate;1;0,87
2010;10;INDUSTRIE ALIMENTARI;10320;Produzione di succhi di frutta e di ortaggi;2;14,46
2010;10;INDUSTRIE ALIMENTARI;10390;Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi);7;13,67
2010;10;INDUSTRIE ALIMENTARI;10411;Produzione di olio di oliva da olive prevalentemente non di produzione propria;1;2
2010;10;INDUSTRIE ALIMENTARI;10420;Produzione di margarina e di grassi commestibili simili;1;1,31
2010;10;INDUSTRIE ALIMENTARI;10511;Trattamento igienico del latte;2;6,53
2010;10;INDUSTRIE ALIMENTARI;10512;Produzione dei derivati del latte;20;475,59
2010;10;INDUSTRIE ALIMENTARI;10520;Produzione di gelati senza vendita diretta al pubblico;7;31,31
2010;10;INDUSTRIE ALIMENTARI;10611;Molitura del frumento;1;1
2010;10;INDUSTRIE ALIMENTARI;10612;Molitura di altri cereali;3;3,98
2010;10;INDUSTRIE ALIMENTARI;10613;Lavorazione del riso;4;6,01
2010;10;INDUSTRIE ALIMENTARI;10614;Altre lavorazioni di semi e granaglie;1;1,12
2010;10;INDUSTRIE ALIMENTARI;10620;Produzione di amidi e di prodotti amidacei (compresa produzione di olio di mais);1;7
2010;10;INDUSTRIE ALIMENTARI;10711;Produzione di prodotti di panetteria freschi;482;1955,63
2010;10;INDUSTRIE ALIMENTARI;10712;Produzione di pasticceria fresca;74;306,01
2010;10;INDUSTRIE ALIMENTARI;10720;"Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati";14;226,72
2010;10;INDUSTRIE ALIMENTARI;10730;Produzione di paste alimentari, di cuscus e di prodotti farinacei simili;37;111,01
2010;10;INDUSTRIE ALIMENTARI;10820;Produzione di cacao in polvere, cioccolato, caramelle e confetterie;24;1411,14
2010;10;INDUSTRIE ALIMENTARI;10830;Lavorazione del tè e del caffè;20;97,54
2010;10;INDUSTRIE ALIMENTARI;10840;Produzione di condimenti e spezie;5;67,76
2010;10;INDUSTRIE ALIMENTARI;10850;Produzione di pasti e piatti pronti (preparati, conditi, cucinati e confezionati);24;70,14
2010;10;INDUSTRIE ALIMENTARI;10860;Produzione di preparati omogeneizzati e di alimenti dietetici;9;380,26
2010;10;INDUSTRIE ALIMENTARI;10890;Produzione di altri prodotti alimentari nca;51;278,68
2010;10;INDUSTRIE ALIMENTARI;10910;Produzione di mangimi per l'alimentazione degli animali da allevamento;5;51,6
2010;10;INDUSTRIE ALIMENTARI;10920;Produzione di prodotti per l'alimentazione degli animali da compagnia;3;5,3
2010;11;INDUSTRIA DELLE BEVANDE;11010;Distillazione, rettifica e miscelatura degli alcolici;9;240,91
2010;11;INDUSTRIA DELLE BEVANDE;11021;Produzione di vini da tavola e v.p.q.r.d.;8;12,44
2010;11;INDUSTRIA DELLE BEVANDE;11022;Produzione di vino spumante e altri vini speciali;3;20,28
2010;11;INDUSTRIA DELLE BEVANDE;11040;Produzione di altre bevande fermentate non distillate;1;2,75
2010;11;INDUSTRIA DELLE BEVANDE;11050;Produzione di birra;2;418,48
2010;11;INDUSTRIA DELLE BEVANDE;11070;Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia;10;733,18
2010;13;INDUSTRIE TESSILI;13100;Preparazione e filatura di fibre tessili;24;191,51
2010;13;INDUSTRIE TESSILI;13200;Tessitura;34;436,01
2010;13;INDUSTRIE TESSILI;13300;Finissaggio dei tessili;33;204,37
2010;13;INDUSTRIE TESSILI;13910;Fabbricazione di tessuti a maglia;6;43,27
2010;13;INDUSTRIE TESSILI;13921;Confezionamento di biancheria da letto, da tavola e per l'arredamento;72;210,61
2010;13;INDUSTRIE TESSILI;13922;Fabbricazione di articoli in materie tessili nca;55;137,78
2010;13;INDUSTRIE TESSILI;13930;Fabbricazione di tappeti e moquette;3;5
2010;13;INDUSTRIE TESSILI;13940;Fabbricazione di spago, corde, funi e reti;4;20,28
2010;13;INDUSTRIE TESSILI;13950;Fabbricazione di tessuti non tessuti e di articoli in tali materie, esclusi gli articoli di abbigliamento;8;105,42
2010;13;INDUSTRIE TESSILI;13961;Fabbricazione di nastri, etichette e passamanerie di fibre tessili;14;66,69
2010;13;INDUSTRIE TESSILI;13962;Fabbricazione di altri articoli tessili tecnici ed industriali;60;266,7
2010;13;INDUSTRIE TESSILI;13991;Fabbricazione di ricami;21;61,03
2010;13;INDUSTRIE TESSILI;13992;Fabbricazione di tulle, pizzi e merletti;3;30,23
2010;13;INDUSTRIE TESSILI;13999;Fabbricazione di feltro e articoli tessili diversi;2;2
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14110;Confezione di abbigliamento in pelle e similpelle;19;49,25
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14120;Confezione di camici, divise ed altri indumenti da lavoro;21;105,4
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14131;Confezione in serie di abbigliamento esterno;344;1441,95
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14132;Sartoria e confezione su misura di abbigliamento esterno;211;521,2
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14140;Confezione di camice, T-shirt, corsetteria e altra biancheria intima;81;328,34
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14191;Confezioni varie e accessori per l'abbigliamento;196;945,99
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14192;Confezioni di abbigliamento sportivo o indumenti particolari;57;236,64
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14200;Confezione di articoli in pelliccia;87;169,84
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14310;Fabbricazione di articoli di calzetteria in maglia;12;57,44
2010;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14390;Fabbricazione di pullover, cardigan ed altri articoli simili a maglia;75;215
2010;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15110;"Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce";11;18,55
2010;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15120;Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria;232;1497,23
2010;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15201;Fabbricazione di calzature;86;531,97
2010;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15202;Fabbricazione di parti in cuoio per calzature;10;22,16
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16100;Taglio e piallatura del legno;68;118,64
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16210;Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno;33;82,48
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16220;Fabbricazione di pavimenti in parquet assemblato;2;2
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16231;Fabbricazione di porte e finestre in legno (escluse porte blindate);73;159,23
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16232;Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia;30;65,09
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16240;Fabbricazione di imballaggi in legno;18;67,95
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16291;Fabbricazione di prodotti vari in legno (esclusi i mobili);22;42,02
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16292;Fabbricazione dei prodotti della lavorazione del sughero;2;1,5
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16293;Fabbricazione di articoli in paglia e materiali da intreccio;1;4
2010;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16294;Laboratori di corniciai;84;116,7
2010;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17120;Fabbricazione di carta e cartone;8;112
2010;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17210;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata);30;231,13
2010;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17220;Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa;6;9,99
2010;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17230;Fabbricazione di prodotti cartotecnici;70;220,44
2010;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17240;Fabbricazione di carta da parati;2;2,39
2010;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17290;Fabbricazione di altri articoli di carta e cartone;31;167,03
2010;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18110;Stampa di giornali;6;38,08
2010;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18120;Altra stampa;502;2276,24
2010;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18130;Lavorazioni preliminari alla stampa e ai media;284;1061,54
2010;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18140;Legatoria e servizi connessi;73;248,75
2010;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18200;Riproduzione di supporti registrati;49;176,22
2010;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19100;Fabbricazione di prodotti di cokeria;1;15
2010;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19201;Raffinerie di petrolio;3;191,27
2010;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19202;Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica);7;70,64
2010;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19203;Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento;2;267,85
2010;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19204;Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale;4;7,6
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20110;Fabbricazione di gas industriali;13;219,59
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20120;Fabbricazione di coloranti e pigmenti;6;16,23
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20130;Fabbricazione di altri prodotti chimici di base inorganici;14;183,57
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20140;Fabbricazione di altri prodotti chimici di base organici;20;327,5
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20150;Fabbricazione di fertilizzanti e composti azotati, esclusa la fabbricazione di compost;2;83,69
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20160;Fabbricazione di materie plastiche in forme primarie;28;381,94
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20170;Fabbricazione di gomma sintetica in forme primarie;4;28,5
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20200;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura, esclusi i concimi;6;322,03
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20300;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici;42;1218,77
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20411;Fabbricazione di saponi, detergenti e di agenti organici tensioattivi, esclusi i prodotti per toletta;13;892,8
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20412;Fabbricazione di specialità chimiche per uso domestico e per manutenzione;4;8,27
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20420;Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili;91;843,84
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20520;Fabbricazione di colle;6;102,74
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20530;Fabbricazione di oli essenziali;10;84,94
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20591;Fabbricazione di prodotti chimici per uso fotografico;2;2,15
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20592;Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali;10;197,18
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20593;Trattamento chimico degli acidi grassi;2;2,38
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20594;Fabbricazione di prodotti chimici vari per uso industriale (compresi i preparati antidetonanti e antigelo);57;253,82
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20595;Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale;4;28,08
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20596;Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio;7;36,64
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20597;Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici;2;122,15
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20599;Fabbricazione di altri prodotti chimici nca;4;5,43
2010;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20600;Fabbricazione di fibre sintetiche e artificiali;12;102,75
2010;21;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;21100;Fabbricazione di prodotti farmaceutici di base;20;420,28
2010;21;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;21200;Fabbricazione di medicinali e preparati farmaceutici;98;7261,12
2010;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22111;Fabbricazione di pneumatici e di camere d'aria;3;967,51
2010;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22190;Fabbricazione di altri prodotti in gomma;41;213,37
2010;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22210;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche;31;139,32
2010;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22220;Fabbricazione di imballaggi in materie plastiche;47;379,7
2010;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22230;Fabbricazione di articoli in plastica per l'edilizia;17;102,18
2010;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22290;Fabbricazione di altri articoli in materie plastiche;161;629,72
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23110;Fabbricazione di vetro piano;1;12
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23120;Lavorazione e trasformazione del vetro piano;38;253,07
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23130;Fabbricazione di vetro cavo;5;8,11
